,avg,std
60,43.26139029509816,24.113453791461815
61,50.35720459315965,26.657461900677255
62,58.88912211384122,29.574490764350333
63,69.06445240153106,33.04480369471016
64,81.23904185701939,37.11474486410077
65,95.56661316211878,41.91296612621639
66,112.50821089023336,47.36276528295489
67,132.14483269539448,53.399690938950236
68,154.37572539819732,60.004364235662145
69,179.14754908013336,67.27988643540867
70,206.36819360414867,75.27609636281758
71,236.3307815779726,84.08231025406313
72,269.8034325225336,93.83331277886941
73,307.81923694283245,104.77136683709305
74,352.5396962587974,117.44212792893846
75,406.3411532287937,132.78254923970235
76,472.4406716878627,151.67579939571576
77,553.0471663168292,174.0890480877249
78,651.3806642795407,202.19595086205075
79,773.9932090381528,243.17489937531704
80,935.411161871836,308.2823803458902
81,1156.5830349425855,401.2169974102119
82,1461.391900234597,502.9938012126587
83,1849.728114582047,573.2316492335025
84,2316.146437831831,569.9995719986285
85,2855.7977528089887,495.3776147521888
86,3435.15915545129,379.97900655038575
87,3907.4017779972837,215.80160783516354
88,4020.5378441782937,162.0987784375815
89,3584.187430546981,394.2076480379723
90,2714.9335720459317,541.2373236450459
91,1819.296209408569,543.5761394999896
92,1157.6289665390789,448.22785104311447
93,756.5483393011483,347.98469868015064
94,523.6694653660945,270.27069110390954
95,373.04074577108287,211.82534400245953
96,260.9313495493271,169.7537229020613
97,181.52574391900234,137.7266213293277
98,133.50438325719225,112.53861314510037
99,105.20323496727991,93.60360280452785
100,88.37486109396222,79.7172090991721
101,77.59278923323868,71.51346518688814
102,69.87072478083714,65.44717687354304
103,63.47363872082973,58.90099712976286
104,58.25892085442647,52.54522219689912
105,53.825657488578834,47.85162201167794
106,50.21138412149648,44.3649794622935
107,47.4541301395234,41.074164774175635
108,45.400049388813436,37.610496284833765
109,44.099518459069024,34.11923158877071
110,43.586986047660204,30.868111134537124
111,44.0371650821089,28.09447270604102
112,45.59760464254846,26.160341195771885
113,48.26361279170268,25.19339246539182
114,52.308433139893815,25.41470227043439
115,57.26867514507964,27.027630708075357
116,62.959871589085076,29.98315771676309
117,69.2967032967033,33.95616463076174
118,76.06840350660575,38.56760869059418
119,83.52660822323743,43.45658751995881
120,92.05889616001976,48.54337422297929
121,102.01555747623163,53.93593035493126
122,114.23447339177676,59.91037646705598
123,129.20706260032102,67.17061898864608
124,147.40597604642548,75.8893430465891
125,169.23632547228053,85.55734755177139
126,193.98370169156686,95.10443687806318
127,218.85084578343006,103.39209664099823
128,239.41350784047413,110.13347768416524
129,249.77120632176812,116.08399605748158
130,242.20681565625387,119.20872622389656
131,216.06519323373257,117.22778076897698
132,179.1219903691814,108.76909180441157
133,140.86800839609828,92.95402577424979
134,109.61180392641067,72.51132683257333
135,89.10766761328559,53.664515708088025
136,78.35140140758118,39.81042543144969
137,74.70848252870725,32.282661511364736
138,75.75268551673047,30.411564751946162
139,79.56229164094333,32.03415906596435
140,84.61032226200766,35.382481710361425
141,89.7461414989505,39.71442705585824
142,94.11013705395727,44.962441636210066
143,97.73959748117052,51.163453283146914
144,101.62773181874306,58.3429923391402
145,107.27472527472527,66.70133802566944
146,116.3505371033461,76.41041100940643
147,129.39054204222742,87.46482030734705
148,146.06260032102728,99.59655575354877
149,165.34078281269294,112.43477396812584
150,185.6146437831831,125.27729278217741
151,205.19187554019015,137.42277689850587
